id,name
21074,Lasear Park
21154,Lemon Park
21215,LibertyPark
21216,Library
21293,Linden Park
21294,Linden Park
21295,Linden South/Paik North Park
21296,Lindergh Mini Park
21297,Lindgren-Lozand Park
21304,Linear Park
21321,Lions Park
21340,Little Lake Park
21371,Live Oak Park
21383,Livingston Drive Greenbelt and Playground
21384,Livingston Memorial Park
21398,Lodi Lake Park and Nature Area
21399,Lodi Softball Complex
21448,Long Beach Municipal Cemetery
21453,Longden Avenue Park
21465,Lopez Reservoir and Dam
21467,Lordsburg Park
21468,Loren Miller Park
21469,Loring Park
21473,Los Alamos Park
21474,Los Altos Park
21479,Los Angeles County Arboretum and Botanic Garden
21480,Los Angeles County Open Space
21507,Los Banos holding 2
21518,Los Jilgueros Preserve
21536,Los Trancos Canyon
21539,Lost Hills Park
21549,Louise Leyden Park
21559,Lower Box Canyon
21564,Lower Reservoir
21590,Luis Ruiz Park
21591,Luiseno Park
21618,M Street Park
21623,MacArthur Park
21646,Maddux Park
21653,Madera Park
21678,Magnolia Park
21726,Mammoth Lakes holding 7
21728,Mammoth Lakes holding 9
21745,Mangular Park
21772,Maple Canyon Open Space
21793,Marchant Park
21804,Margarita Community Park
21830,Marina Mall
21837,Marina Park
21840,Marina View Park
21841,Marina Vista Park
21842,Marina Vista Park
21843,Marina Walk
21844,Marina West Park
21845,Marine Avenue Park
21855,Marinero Circle Park
21870,Mark Hopkins Park
21871,Mark Twain Park
21884,Marriott Municipal Golf Course
21886,Marsh
21898,Marshall Street Swim Center & Park
21908,Martin Luther King Jr Park
21925,Martinez
21933,Mary Herrington Park
21951,Mather Sports Center
21952,Mathews Parkette
21990,McCall Memorial Park
21991,McCallen Park
22010,McCoy Creek Park
22014,McCrea Open Space
22085,Meadowfair Park
22111,Melody Park
22149,Mendocino Park
22158,Merced Cemetery
22159,Merced Cemetery
22160,Merced Heights Playground
22161,Merced holding 1
22162,Merced holding 1
22163,Merced holding 2
22164,Merced holding 3
22222,Mill Creek
22223,Mill Creek Hollow
22224,Mill Creek Park
22235,Mill Valley Town Center City Park
22238,Miller Brown Park
22244,Miller Park
22245,Miller Park
22253,Milliron Forest
22272,Mira Costa Park
22285,Miraloma Playground
22307,Mission Playground
22317,Mission Valley Slopes #2 Open Space
22319,Mistletoe Park
22330,Miwok Park
22340,Modesto Municipal Golf Course
22341,Modini Ingalls Ecological Preserve
22342,Modjeska Home and Garden
22346,Modoc Park
22347,Moffett Park
22355,Mojave Vista Park
22370,Monkey Island Park
22371,Mono Lake Cemetery
22391,Monte Rio Riverfront Meadow
22403,Monte Vista Park
22404,Monte Young Park
22430,Monterey Playlot
22432,Monterey State Beach
22433,Monterey State Historic Park
22435,Montevideo School Park
22484,Morgan Park
22485,Morgan Plaza
22502,Morro Bay Park
22509,Moscone Playground
22552,Mountain View Park
22553,Mountain View Park
22554,Mountain View Park
22574,Mt Olympus (upper Terrace)
22577,Mt. Eden Park
22581,Mt. Pleasant
22582,Muckenthaler Cultural Center
22596,Mullen & Peralta Mini Park
22598,Mulligan Dog Park
22599,Muncy Park
22646,National Audubon Society 17
22650,National Audubon Society 20
22664,Natividad Park
22665,Natoma Station Mini-Park A
22666,Natoma Station Mini-Park B
22668,Natomas Basin Conservancy
22679,Nealon Park
22707,New Harmon Park
22708,New Park and Community Center
22725,Newhall Park
22726,Newhall Park
22745,Nicholas Park
22763,Ninos Park
22793,Norm Ross Sports Complex
22814,North Clairemont Community Park
22827,North Laguna Creek Park
22836,North Oaks Park
22837,North Orchard Park
22849,North Ranch
22904,Norwalk Golf Center
22905,Norwalk Park
22942,Nutmeg park
22957,Oak Canyon Community Park
22959,Oak Creek Community Park
22962,Oak Crest Park
22970,Oak Grove Cemetery
22984,Oak Knoll Park
22995,Oak Park
23014,Oak Valley Park
23015,Oak Valley Park
23046,Observatory Park Trail
23061,Ocean View Park
23062,Ocean View Park
23125,Olive Park
23151,Orange County Great Park
23207,Oro Grande Historic Memorial Park
23209,Oro Vista Park
23241,Otay Mesa Open Space
23242,Otay Mitigation Site
23249,Other Federal 1
23284,Oyster Point Park
23286,Ozone Park
23313,Padan Park
23341,Palm Lane Park
23357,Palms Park
23362,Paloma Del Sol
23378,Pamela Lane Pond Park
23384,Pan Pacific Park
23402,Paradise Creek Park
23437,Park Ridge Park
23457,Parkview Park
23502,Paso Robles City Park
23511,Patricia Wharton Park
23547,Pearblossom Park
23554,Pecan Park
23555,Pecan Playground
23556,Peck Park and Community Center
23557,Peck Road Water Conservation Park
23568,Pelican Park
23574,Pena Adobe Park
23579,Peninsula Park
23586,Penmar Recreation Center
23587,Penn Athletic Field
23588,Pennington Ranch Park
23633,Peterson Park
23664,Pierini Park
23677,Pine Grove Cemetery
23678,Pine Grove Sports Field
23681,Pine Knoll Park
23724,Pioneer Park
23780,Plaza One Park
23809,Pleasanton Ridge
23837,Pocket Park No. 7
23838,Pocket Park No. 8
23860,Point Sal Preserve
23873,Pollock
23880,Pomo Park
23898,Portal Park
23909,Portola Open Space
23932,Poway holding 1
23973,Powers Park
24004,Prince Gateway Park
24005,Prince Memorial Greenway
24008,Prince Park
24032,Putah Creek
24037,Putnam Plaza
24039,Quail Botanical Gardens
24042,Quail Hollow
24091,Rainbow Park
24119,Ramona Park
24120,Ramona Park
24121,Ramona Park
24122,Ramos Park
24151,Rancho Loma Park
24158,Rancho Murieta Association
24159,Rancho Niguel Park
24166,Rancho Ramona Park
24168,Rancho San Andreas
24172,Rancho San Joaquin Community Park
24179,Rancho Sonado Drive
24197,Rau Park
24243,Redondo View Node Park
24244,Redtail Hawk Park
24245,Redtree 236
24246,Redwood City holding 1
24247,Redwood Park
24248,Redwood Park
24249,Redwood Park
24250,Redwood Park
24251,Redwood Park
24262,Reedley holding 1
24263,Reedley holding 2
24275,Regional Park
24302,Reservoir Park
24354,Ridgeline Park
24368,Rincon Park
24369,Rincon Park
24389,Rio Vista Park
24397,Ripon holding 1
24415,River Otter Park
24416,River Park
24540,Rocky Graham Park
24541,Rocky Memorial Dog
24544,Rocky Peak Adj. Tax Default
24560,Roger Stanton Park
24570,Roland Bigonger Park
24614,Rose Park
24635,Roseville holding 17
24636,Roseville holding 18
24659,Roseville holding 39
24660,Roseville holding 4
24714,Royal Oaks Park
24725,Ruby Street Park
24735,Rushmore Jeanine Park
24736,Russ Park
24737,Russel C. Paris Park
24764,Sabre Park
24766,Sacramento Bypass Wildlife Area
24768,Sacramento River -- Prospect Ave. Fishing Access
24769,Sacramento River -- Redding
24771,Sacramento River National Wildlife Refuge
24847,San Carlos Community Park
24854,San Diego Gas & Electric Park East
24863,San Diego River Ecological Reserve
24865,San Dieguito Lagoon
24871,San Dieguito River Park
24889,San Francisco Watershed Lands
24890,San Francisco Watershed Water
24906,San Jacinto Wildlife Area
24907,San Joaquin Community Park
24911,San Joaquin Hills Park
24930,San Luis Creek Open Space
24933,San Luis National Wildlife Refuge
24963,San Pablo Bay National Wildlife Refuge
24964,San Pablo Bay National Wildlife Refuge
24975,San Rafael Lands 004
24979,San Rafael Lands 008
24993,San Simeon Park
25006,Sanchez Adobe County Park
25040,Santa Barbara County Fair Grounds
25078,Santa Cruz holding 8
25079,Santa Cruz holding 9
25085,Santa Fe Park
25129,Santa Rosa and San Jacinto Mountains National Monument
25145,Santa Ynez River
25153,Santos
25203,Scott Park
25204,Scott Park
25216,Scottsdale Park
25217,Scout Island
25228,Sea Air Park
25253,Seaside holding 11
25308,Sepulveda Vista Point
25354,Shamel Park
25392,Sheridan Park
25493,Silver Oak Park
25513,Simpkins Swim Center
25525,Skaggs Bridge Park
25527,Skateboard Park
25542,Skyline Park
25546,Skytower Park
25567,Smith and Gabb2
25584,Snow Park
25598,Soledad Open Space Park
25599,Solera Gardens Park
25620,Sonora Park
25632,Soto Square Park
25640,South Chollas Creek
25641,South City Park
25642,South Coast Botanic Garden
25645,South County Skate Park
25646,South Creek Neighborhood Park
25653,South Gardena Park
25664,South Monterey Dunes
25667,South Natomas Community Park
25668,South Of Market Rec. Ctr
25669,South Palisades Park
25697,Southside Community Center
25698,Southside Park
25713,Spanish Valley Park
25727,Spooner Park
25761,St Andrews Plaza
25775,Stafford Park
25793,Stanton holding 1
25794,Stanton holding 2
25810,Starshine Park
25864,Stone Canyon Reservoir & Watershed
25915,Strawberry Fields Park
25955,Summerfaire Park
25956,Summerfield Detention Basin
25957,Summerfield Park
25959,Summerhill Park
25974,Sun Park
26034,Sunrise Recreation and Park District 5
26035,Sunrise Recreation and Park District 6
26054,Sunset Park
26076,Surfers Knoll
26077,Surprise Valley Wildlife Area
26084,Sutter Creek Gate Park
26086,Sutter Park
26093,Swami's Beach
26094,Swami's Bluff Parcels
26095,Swan's Canyon
26096,Swanson Park
26099,Swarthout Field
26103,Sweet Shade Park
26139,Sycamore Park
26168,Tahoe Tallac Park
26190,Tarman Park
26191,Tarplant Hill
26219,Tehachapi West Side Cemetery
26227,Temecula Duck Pond
26240,Tenaya Sun Ranch Park
26268,Terry Park
26297,The Wildlands Conservancy
26298,Theiller Sebastopol Meadowfoam Ecological Reserve
26299,Theodore Lenzen Park
26300,Theodore Roosevelt Park
26302,Thille Neighborhood Park
26316,Thompson Park
26335,Three Wells Park
26336,Throop Park
26351,Tierra Bonita Park
26375,Titmouse Park
26380,Toberman Playground
26381,Tobias Avenue Park
26396,Tomales Village Community Services District 1
26397,Tommy Lasorda Field of Dreams
26398,Tony Cerda Park
26419,Torrance holding 13
26472,Torrey Pines City Park
26545,Triple Buck Ranch
26554,Truinfo Creek Park
26555,Truslow Park
26559,Tuckers Grove Park
26563,Tulare Cemetery
26564,Tulare Cycle Park
26574,Tulloch Reservoir Public Access
26580,Tuolumne River Restoration Center
26589,Turtle Creek Park
26590,Turtle Rock Broadmoor Community Association 1
26591,Turtle Rock Broadmoor Community Association 2
26592,Turtle Rock Broadmoor Community Association 3
26610,Twin Bridges Park
26611,Twin Creek Park
26612,Twin Creeks Golf Course
26624,Twinwood Park
26626,Two Rivers Park
26627,Two Strike Park
26628,Tyler Park
26629,Tyler Park
26633,Tyson Street Park
26644,UEDA Parkway
26660,Union Road Park
26675,University Community Association 1
26677,University Community Association 3
26722,Unnamed WLT Property
26723,Upjohn Park
26724,Uplands of the Kern River Parkway Park
26733,Upper Noe Rec. Ctr
26734,Upper Pleasanton Field
26741,US Air Force
26742,US Dept of Interior
26743,USBR
26773,Valle Vista Park
26781,Vallejo Mill Historical Park
26797,Valley Park
26822,Van Buskirk Municipal Park
26843,Velasco Park
26887,Ventura holding 131
26928,Ventura holding 49
26985,Verde Park
26986,Verde Park
27011,Veteran's Memorial Park
27042,Veterans Park
27074,Victoria Cross Park
27125,Vince DiMaggio Park
27159,Virginia Play Lot
27160,Vis Valley Community Center
27214,Waldon Park
27215,Walker Canyon Ecological Reserve
27226,Walnut Creek Nature Park
27233,Walnut Grove Park
27236,Walnut Meadow 2
27274,Washington Park
27275,Washington Park
27279,Washington Park
27295,Water Lots
27307,Watson Park & Neighborhood Ctr.
27309,Watsonville holding 1
27327,Weber Square
27345,Wendell Park
27347,Wentworth Park
27371,West Park
27386,Westchester Recreation Center
27435,Westwinds Sports Center
27436,Westwold Park
27444,Wetlands
27454,Wheeler Ranch Lot I Park
27455,Whelan Preserve
27467,Whitendale Park
27468,Whitewater Canyon
27493,Wilcox Park
27494,Wilcox Ranch
27495,Wilcox Ranch
27505,Wilder's Addition (Point Fermin Park)
27506,Wilder Ranch State Park
27507,Wilderness Basin Park
27533,Willard Park
27564,Williams holding 1
27565,Williams Property
27621,Wind Wolves Preserve
27636,Windsor Mini Park
27687,Woodbridge Park
27716,Woodlake holding 3
