id,name
21232,Lila Keiser Park
18484,El Capitan Open Space
18501,El Dorado Hills Community Service District 1
21223,Library Park
27447,Whaleback Park
18486,El Cariso Regional County Park and Golf Course
18870,Felton Covered Bridge Park
21240,Lime Street Park/ Community Center
18463,Eel River Estuary Preserve
18471,Einstein Park
21186,Leucadia Oaks Park
18472,Eisenhower Memorial Park
19394,Gonzales Central Park
18493,El Conejo Park
16410,Broadway Tunnel east Mini Park
16206,Boatwright Fields
16322,Brad Bates Park
16213,Bobby Bonds Park and Sports Complex
21196,Lewis Property Park
21197,Lewis Station Park
17845,Crystal Flats
16224,Boeger
17846,Cucamonga-Guasti Regional Park
17915,Dana Woods Park
17855,Culverdale Community Association 1
17856,Culverdale Wilderness Park
21180,Leslie Park
21718,Mammoth Lakes holding 1
17050,Central Park
21199,Lewiston Fishing Access
16215,Bobcat Ranch
16712,California City holding 8
16243,Bollinger Canyon School Park
17852,Culver City Park
17834,Crowfoot Park
17921,Danna Rock Park
15414,Alta Laguna Park
21185,Letterman Park
21190,Lew Howard Park
21214,Liberty Square
21195,Lewis Park
21200,Leydecker Park
17056,Central Park
18686,Entertainment Plaza
22384,Montara Bay Community Center
16108,Bill Park Expansion
17093,Cesar Chavez Park
21802,Margaret S Hayward Playground
18606,Elsmere Canyon Park
16550,Butte Creek Canyon Ecological Reserve
18559,Elings Park
16411,Broadway Tunnel West Mini Park
16551,Butte Creek House Ecological Reserve
16580,Butte holding 36
16581,Butte holding 37
21684,Magnolia Park Site
18569,Elkhorn Plaza
18577,Elkhorn Slough / Long Valley - ESF
23790,Plaza Park
16417,Bronte Park
18557,Electric Ave Greenbelt
21794,Marchbank Park
18610,Embarcadero Marina Park North
15783,Balfour Guthrie Park
18645,Encinitas holding 1
18611,Embarcadero Marina Park South
23795,Pleasant Hill Park
24374,Ringe Park and Pool
16018,Berenda Reservoir
16020,Beresford Park
16021,Bergmont Park
16026,Bernal Heights Park
21671,Magnesia Falls City Park
18555,Eldwayen Ocean Park
18560,Elk Bayou Park
18585,Eller Park
26193,Tassafaronga Park
18561,Elk Creek Wetlands Wildlife Area
22066,McPherson Athelitic Facility
20911,Lake holding 24
21662,Madrid Fore Park
22068,Meadow Brook Park
21664,Mae Boyar Park
22338,Modesto holding 2
21685,Magoichi Oki Park
1396,Antelope Valley California Poppy Reserve
16422,Brookhaven Park
16423,Brookhurst Park
16424,Brooking Park
16464,BT Collins Park
26414,Torrance County Beach
19946,Highlands Park
20949,Lake Los Carneros Natural and Historical Preserve
20981,Lakeview Ashton Mini Par
20983,Lakeview Park
21712,Mallows Park
20653,King Harbor Open Space
23789,Plaza Park
23791,Plaza Square Park
26287,The Love Veasley Family Park
21661,Madonna Creek Ranch
23924,Potrero Heights Park
22081,Meadowbrook Park
21943,Mason Park
16788,Campus Park North
21673,Magnesia Spring Ecological Reserve
25729,Sports Complex
20125,Howe Park
23067,Oceanside Municipal Golf Course
20893,Lake Gregory Regional Park
19525,Grizzly Peak Park
20962,Lake Poway Park
21697,Maldonado Park
20730,Kumeyaay-Ipai Interpretive Center
21672,Magnesia Falls Neighborhood Park
21724,Mammoth Lakes holding 5
19951,Highridge Park
26276,Thamien Park
20894,Lake Hodges Ecological Reserve
21751,Manlove Park
21674,Magnolia Hill Park
1675,Petaluma Adobe State Historic Park
23080,Old Agoura Park
20868,Laguna Village Owners Association Inc 1
20719,Kotate Park
1629,McGrath State Beach
15678,Atwater holding 1
23090,Old Meadows Open Space
21028,Lark View Park
23794,Pleasant Hill Community Center / Frank Salfingere Park
21948,Matanzas Park
27593,Willowood Park
23060,Ocean View Park
27598,Wilmington Cemetery
23921,Potrero / Potrero - COSCA
23923,Potrero Del Sol Park (la Roza)
16409,Broadway Park
19945,Highlands Park
16414,Broderick-Terry Dueling Place
22405,Montebello Golf Course
23068,Octo-Inn
23079,Oken
20723,Kramer Park
23800,Pleasant Valley Ecological Reserve
21582,Lucky Cove Park
25018,Sandlewood Park
19965,Hillcrest Community Park
20722,Kraemer Memorial Park
20752,La Costa Canyon Open Space
21944,Mason Wildlife Refuge
26309,Thomas S Burton Park
20951,Lake Madigan
21961,Maverick Ridge Rider Park
19955,Hilarita Project Open Space Dedication
20737,L Street Park
20729,Kuchamaa Experimental Forest
19214,Garfield Park
20731,Kunkel Park
26882,Ventura holding 127
19221,Garisson Park
19976,Hillsborough Park
20734,Kurt Andre Park
19944,Highlands Park
21942,Masisi Park
20796,La Posta - Varshock
17196,Children's Wonderland
26310,Thomes Creek Ecological Reserve
20790,La Playa Beach
24915,San Jose Creek Open Space
21747,Manhattan Heights Park
22079,Meadow View
22097,Meadows Park
26285,The Hook Beach Access
26286,The Lakes at El Segundo Municipal Golf Course
26308,Thomas Open Space
23430,Park Oaks Park
24955,San Miguel Community Park
22369,Monitor Island
22072,Meadow Homes Park
29620,El Rodeo Elementary School
27628,Windmill Property
15359,Alice Chalmers Playground
24913,San Joaquin River Ecological Reserve
24951,San Mateo Fishing Pier
24952,San Mateo Municipal Golf Course
22071,Meadow Glen Park
26277,The Breezeway
26283,The Habitat Trust Nature Sanctuaries
26284,The Haslett Basin Wildlife Preserve
20791,La Playa Park
17010,Cemetery
25159,Saratoga Gap Open Space
25161,Saratoga Park
25163,Sasaki Park
20805,La Romeria Park
25165,Satellite Park
20808,La Sierra Park
25192,Schoonmaker Beach
25231,Sea Canyon Park
25850,Stiern Park
26275,Thalia Street Park
20804,La Rinconada Park
25720,Spencer Adams Park
22367,Monarch Park
29550,Earthwalk Park
22368,Mondavi Park
22376,Monrovia Library Park
19533,Grove Park
20824,Ladera Serra Park
21949,Mateo Drive Subdivision OS Dedication
25187,Schneider Property
26201,Taylor Family Ranch
25209,Scotts Valley holding 3
21801,Margaret Azavedo Park
21974,Mayfair Park
21976,Mayflower Park
16969,Catalpa Tot Lot
20445,John Hinkel Park
24561,Rogers Park
29641,Gateway/Veterans Park
25717,Sparrow Park
27992,Del Monte Park Phase I
21792,March Field Park
21796,Marco Dog Park
25190,Scholze Park
25191,School House Park
25185,Schnabel Tentative Parcel Map
27266,Washington & Hyde Mini Park
25207,Scotts Valley holding 1
25208,Scotts Valley holding 2
25184,Schmidt Park
25211,Scotts Valley holding 5
22400,Monte Vista Park
19463,Green Hills Park
20258,Irvine holding 28
21822,Marina Green
27613,Wilson Park
28680,Unnamed site - Fallbrook Land Conservancy
18702,Escondido Beach
22070,Meadow Creek Park
21797,Marco Forster Field
19953,Highwood Park
21798,Marconi Conference Center State Historic Park
20996,Lan Park
21852,Mariner Park
25212,Scotts Valley holding 6
27597,Wilmington Athletic Complex
15572,Arce Park
21924,Martinez
17325,City of Ontario Open Space
17674,Cosumnes River College Park
20853,Laguna de Santa Rosa Wetlands Preserve
25193,Schrader Park
25198,Schweitzer Grove Nature Area
21819,Marina Beach
21820,Marina Community Park
25210,Scotts Valley holding 4
18657,Encinitas holding 31
23299,Pacific Grove Golf Links / Lighthouse Reservation
16259,Bonita Creek Park
22385,Montbury Park
22386,Montclair Park
27601,Wilmont Preserve
15475,Andersen
25600,Solomon Park
26036,Sunrise Recreation and Park District 7
27604,Wilson Creek Riparian Corridor
27605,Wilson Mini Park
27608,Wilson Park
28701,"Unnamed site - Monterey, County of"
27609,Wilson Park
27610,Wilson Park
27611,Wilson Park
15821,Barnes Park
22383,Montalvo Neighborhood Park
23211,Oroville holding 10
15068,Lake Francis
18341,Eagle Park
24954,San Mateo Properties
29609,Oakhurst Mini Park
27968,Año Nuevo State Reserve
28700,"Unnamed site - Watsonville, City of"
28679,Unnamed site - California Wildlife Conservation Board
24341,Richmond Park
23065,Oceano Memorial Park
24326,Richard Sanchez Park
15418,Alta Murrieta Sports Park
6283,French Ranch
18658,Encinitas holding 36
1637,Monterey State Beach
20784,La Paz Park
29165,Greenbelt near Bindewald St
20795,La Posta - Davis-Inman
25453,Sierra Creek Park
18340,Eagle Park
26575,Tuna Harbor Park
27218,Wallace Family Park
25130,Santa Rosa and San Jacinto Mountains National Monument
27900,Quimby Creek Parkchain
25491,Silver Leaf Park
29431,Point Vicente Interpretive Center
3305,Point Pinole Regional Shoreline
25547,Skyview Park
25550,SL Fong Park
25718,Speicher Park
15596,Armstrong Park
25728,Sports and Recreation Park
16761,Cameron Park
9501,Lake Skinner Recreation Area
3292,Morgan Territory Regional Preserve
16231,Bogue Park
8838,Lake Poway Recreation Area
27237,Walnut Open Space
24324,Richard Rollins Park
24325,Richard Samp Park
1705,Richardson Grove State Park
20806,La Ronda Park
23069,Odd Fellows High Sierra Park
28637,Unnamed site - Friends of the Desert Mountains
28964,El Dorado Park Golf Course
29032,South Coast Park/former Palos Verdes Landfill site
29669,Turnbull Canyon Open Space
19952,Highway City Park
19988,Hilltop Park
23432,Park Paseo Homeowners Association 2
29858,"Unnamed site - Whittier, City of"
20843,Lagoon Valley OS
21953,Mathewson Park
25734,Spreckels Memorial Park
25544,Skylinks Golf Course
27234,Walnut Hills Park
20807,La Serna Drive Open Space
24327,Richard T. Steed Memorial Park/ Sports Park
29622,Rosa Torrez Park
24329,Richardson Bay Audubon Center & Sanctuary
29626,Shelton Park
15918,Bean Creek Estates Sandhills
23436,Park Presidio Boulevard
23438,Park Solano
16789,Campus Park South
23440,Park West
25447,Sierra Bicentennial Park
24321,Richard Barb Bubbling Springs
25531,Skunk Hollow Park
24162,Rancho Park
24322,Richard Marriott Park
24323,Richard Penry Park
13574,Martis Creek Lake Recreation Area
16059,Beyer Park
7649,Stafford Lake Watershed
18297,Duke Watkins Park
25454,Sierra Foothill Research & Extension Center
25455,Sierra Linda Park
16225,Boesch Park
25739,Spring Lake
26577,Tunnell Park
27906,Pickens Canyon Park
29644,Lashbrook Park
15691,Auburn holding 5
15692,Auburn holding 6
18532,El Prado Park
25715,Spano River Ranch
26896,Ventura holding 2
18339,Eagle Lake Field Station
15003,Grasslands Regional Park
21888,Marsh Creek I
19825,Henry Miller Library
15358,Alhambra Wash
26676,University Community Association 2
7255,Wilson Canyon Park
29655,Diamond X Ranch
24568,Rojas-Pierce Park
28704,"Unnamed site - San Diego, City of"
23913,Portola Rec Center
16475,Buckley Cove Park
21548,Louis Park
15843,Bartlett Park
15846,Baseball Field Park
16941,Case Del Oro Park
22151,Mendocino Woodlands State Park
19556,Guadalupe Park
15693,Auburn holding 8
15694,Auburn holding 9
28639,Unknown park - La Selva Beach Recreation District
16069,Bidwell Park
26087,Sutters Landing Regional Park
26192,Tarzana Recreation Center
29292,Roy's Redwoods Open Space Preserve
29621,Fryman Canyon Park
15901,Bayview Open Space Park
18383,East Side Neighborhood Park
18338,Eagle Glen Community Park
23912,Portola Park
16105,Bill Gray Park
16076,Big Canyon Park
15628,Arroyo Seco (florin Mitigation Bank)
12632,Shiloh Ranch
17403,Clayton Ranch Land Bank
19826,Henry Miller Park
22018,McCune Family Park
18056,Del Stephenson Park
16700,California City holding 2
28716,Unnamed site - Alameda County Flood Control and Water Conservation District
28691,"Unnamed site - Santa Barbara, County of"
14014,D.L. Bliss State Park
27217,Walker Creek Marsh
16930,Casa Loma County Park
16077,Big Canyon Park
24542,Rocky Nook Park
28714,"Unknown park - Livermore, City of"
28715,"Unknown park - Clovis, City of"
16097,Bigby VIlla Park
27497,Wild Oaks Park
27498,Wild Rose Park Site
20063,Homestead Park
28293,Burns Valley
16040,Berwick Park
23423,park access 1
28297,Melchor
28625,Unnamed site - California Department of General Services
17606,Contempo Park
17607,Contra Costa Rock Park
28667,Unnamed site - Save the Redwoods League
25135,Santa Rosa Park
23916,Portuguese Community Park
15248,Acker Island
29513,Unnamed site - Santa Monica Mountains Conservancy
15606,Arrowbear Park Ball Field
15760,Bailey Park
14996,Cache Creek Canyon Regional Park
25132,Santa Rosa Mountains State Game Refuge
16041,Berylwood Park
21889,Marsh Creek II
15928,Bear Mountain Park
26680,University Garden Park
26726,Upper Brush Creek Park
15945,Beckenham Park
15853,Basking Ridge Park
28682,"Unknown park - Diamond Bar, City of"
16431,Brookside Park
15538,Apollo Park
15755,Bagdouma Park
25131,Santa Rosa Creek
27220,Wallenburg Park
27238,Walnut Park
21885,Marron Valley Mitigation Bank
15754,Badger Park and Community Garden
18375,East Laurel Pocket Park
16445,Browns Island Regional Shoreline
16755,Camden Park Center
3979,Joshua Tree National Park Linkage
26678,University Community Park
16285,Boron Park
23243,Otay Mountain Ecological Reserve
28717,Unnamed site - The Conservation Fund - California
28720,Unnamed site - North County Recreation and Park District
23578,Peninsula Beach
14101,Rancho Calera
28629,Unnamed site - Center for Natural Lands Management
15757,Bahia Vista Park
15817,Barker Park
29674,Arroyo Pescadero
15818,Barkleyville Dog Park
1475,China Camp State Park
21887,Marsh Creek Glen Park
17609,Contreras Park
2575,South Ranch Open Space - COSCA
27496,Wild Flower Community Park
15700,Auburn Recreation District 6
15361,Alice Park
27466,White Slough Wildlife Area
20927,Lake holding 39
28299,Montes Farm
19604,Hale Park
26081,Sutherland Park
15922,Bear Creek Park
28967,Comanche Creek Greenway
15510,Antelope Hills Park
28635,"Unknown park - Encinitas, City of"
15665,Athan Downs
24976,San Rafael Lands 005
17897,Dalidio
15301,Airport Flats
29677,Red Rock Canyon Park
20999,Lancaster Park
23356,Palms Park
19606,Hall Memorial Park
19608,Hall Ranch Park
22152,Mendota Pool Park
15733,Avocado Heights Park
28631,"Unnamed site - Calistoga, City of"
15546,Aptos Playground
28668,Unknown park - Soledad-Mission Recreation District
28661,"Unnamed site - San Luis Obispo, City of"
16274,Booster Park
15992,Bellview Park
28676,Unnamed site - Westfield Recreation and Park District
15445,Ambrose Park
28654,Unnamed site - Other State
1665,Old Town San Diego State Historic Park
28696,Unnamed site - Community Environmental Council
17858,Cummings Family Park
28660,"Unknown park - San Joaquin, City of"
15751,Back Bay View Park
15743,Babbs Creek Park Preserve
19620,Hamilton Park
1641,Montgomery Woods State Natural Reserve
15616,Arroyo Park
6364,Marinwood Open Space
15254,Ada Givens Park
28670,"Unnamed site - Solvang, City of"
16366,Bret Harte Park
18705,Escondido Creek
21298,Lindhurst Memorial Park
15610,Arroyo Burro Beach County Park
22903,Norton Gym
15591,Arlington Park
15535,Aoki
19605,Hall Memorial Park
21418,Lompoc Cemetery
6276,Baltimore Canyon Open Space Preserve
21000,Lancerlot Park
28645,"Unnamed site - Napa, City of"
19005,Fort Bragg Coastal Park
28649,Unnamed site - Nonprofit Organization - Unknown
6278,Bolinas Lagoon
20995,Lampton Cliffs County Park
28632,Unnamed site - Coachella Valley Mountains Conservancy
15582,Argonaut Park
15530,Anza-Borrego Desert State Park - Carrizo Impact Area
26080,Susana Park
21001,Land Park
15689,Auburn holding 3
15745,Babcock Park
15780,Baldwin Park
16404,Brittel Park
6766,Conway Ranch
28636,Unnamed site - Other Federal
26082,Sutter Buttes State Park
23337,Palm Field Park
8896,Lake Ramona
15708,Aurantia Park
26079,Susan River Park
28690,Unknown park - La Selva Beach Parks and Recreation District
18069,Delta De Anza Regional Trail
28650,Unknown park - North County Recreation and Park District
28672,Unnamed site - The Wildlands Conservancy
9451,Fairmount Park
15613,Arroyo Mocho
15427,Altistima Park
11893,Calero County Park
28651,"Unnamed site - Orange County Department of Education, County of"
15670,Athwal Park
24977,San Rafael Lands 006
26078,Surry Park
15695,Auburn Recreation District 1
15290,Agricultural Park
15426,Alterra Park
28634,Unnamed site - Del Monte Forest Foundation
15822,Barnes Park
28638,Unnamed site - La Selva Beach Recreation District
28666,"Unnamed site - Santa Cruz, County of"
18138,Diamond & Farnum Open Space
15544,Apricum Hill Ecological Reserve
15741,Azule Park
15247,Accinelli Park
15479,Anderson Park
28646,"Unnamed site - Napa, City of"
15449,American Canyon Property
28659,"Unnamed site - Sacramento, County of"
28643,Unnamed site - Mountains Restoration Trust
28677,Unknown park - Westfield Recreation and Park District
1819,Veterans Home Open Space
15560,Arbor View Park - North
15696,Auburn Recreation District 2
2556,Hope Nature Preserve
15508,Antelope Community Park
15362,Alice Threfts Park
28658,Unnamed site - Riverside Land Conservancy
18273,Drigon Dog Park
16029,Bernal Park
15288,Agoura Hills City Parkland
15440,Amaryllis Park
28675,"Unnamed site - Watsonville, City of"
28684,Unnamed site - Metropolitan Water District of Southern California
28686,"Unknown park - San Marcos, City of"
15799,Bannister Park
28688,Unnamed site - Santa Barbara Flood Control and Water Conserv. District
29255,Santa Ysabel Preserve
15736,Ayoub Mitigation Site
15191,3 Rings Ranch Community Park
16048,Bethune Park
15428,Alto Loma
27672,Wolfe Lane Community Garden
720,Collins Lake Recreation Area
15490,Angel Cruz Park
760,Wildwood Canyon Park
15943,Bechtel Mini Park
18605,Elsie
6072,Rim of the Valley County Parkland
1369,Latour Demonstration State Forest
15192,30th Street Mini Park
15608,Arroyo Agua Caliente Park
15615,Arroyo Park
1423,Austin Creek State Recreation Area
15633,Arroyo Sorrento Open Space
399,Wright's Field
383,Modini Mayacamas Preserves
16063,Bicentennial Park
1605,Lighthouse Field State Beach
15634,Arroyo Verde Park
15255,Adam Park/Minami Park
1433,Benicia State Recreation Area
15659,Asilomar Conference Grounds
16006,Bender Park
17718,Courthouse Park
15261,Adams Park
16556,Butte holding 13
442,State Farm Sports Village
15304,Airport Park
534,Water Dog Lake Canyon
15480,Anderson Playground and Senior Citizen Center
15264,Adams Square Park
1419,Arthur B. Ripley Desert Woodland State Park
15605,Arovista Park
1609,Los Encinos State Historic Park
18491,El Cerrito Community Swim Center
18226,Dos Palmas Preserve
15259,Adams Community Park
28665,"Unknown park - Santa Cruz, County of"
19258,Geo Sterling Park (alice Marble Tennis Courts)
129,Deer Canyon Park
15467,Anaheim holding 2
1622,Marina State Beach
15549,Aquatic Park
15265,Adelanto Park
1457,California Mining & Mineral Museum
15282,Afalo
1391,Anderson Marsh State Historic Park
1527,El Presidio de Santa Barbara State Historic Park
15590,Arlington Park
15519,Antigua Park
15503,Anna Jean Cummings Park
15504,Anne Shirrells Park
15505,Annin Ave Soccer Fields
15314,Alamitos Beach
29063,"Unnamed site - Monrovia, City of"
1560,Heber Dunes State Vehicular Recreation Area
15547,Aptos Village Park
1561,Heilbron Mansion
15680,Atwater Memorial Ball Park
15347,Alder Park
28662,"Unnamed site - Santa Barbara, County of"
15263,Adams Park
23354,Palmetto Mini Park
28663,"Unknown park - Santa Barbara, County of"
28664,Unnamed site - Santa Barbara Flood Control and Water Conserv. District
29750,Unnamed site - Desert and Mountain Conservation Authority
540,Braito Open Space
16001,Belveron Mini Park
15961,Bel Aire Park
15448,American Canyon Property
1430,Benbow Lake State Recreation Area
1538,Fort Humboldt State Historic Park
16174,Blossom Peak Cemetery
15782,Balearic Community Center
1434,Bethany Reservoir State Recreation Area
1435,Bidwell Mansion State Historic Park
26662,Union Square
15444,Amberton Park
15993,Belmont Park
1443,Bolsa Chica State Beach
16782,Campfire Recreation Area
1393,Andrew Molera State Park
1600,Leland Stanford Mansion State Historic Park
29458,Unnamed site - Mountains Recreation and Conservation Authority
29625,Padua Avenue Park
16296,Boulder Hill Park
29627,"Unnamed Site - Claremont, City of"
15289,Agoura Hills City Parkland
15303,Airport Park
1455,California Citrus State Historic Park
15257,Adam V. Baquera Park
1429,Bean Hollow State Beach
15495,Angelo Boles Park
15603,Arnold Park
1599,Lake Valley State Recreation Area
1697,Prairie City State Vehicular Recreation Area
1652,Mount San Jacinto State Park
1656,Navarro River Redwoods State Park
1524,Ed Z'Berg Sugar Pine Point State Park
1554,Half Moon Bay State Beach
1529,Emma Wood State Beach
15305,Airways Municipal Golf Course
15600,Arneill Ranch Park
1666,Olompali State Historic Park
1372,Soquel Demonstration State Forest
1544,Fremont Peak State Park
1418,Armstrong Redwoods State Reserve
15283,Ag Sports Complex
744,City of Burbank Open Space Mountain Reserve
1539,Fort Ord Dunes State Park
1371,Mountain Home Demonstration State Forest
1541,Fort Tejon State Historic Park
1543,Franks Tract State Recreation Area
15734,Avocado Lake
15735,Ayala Park
15647,Ash Creek WA
1394,Angel Island State Park
1545,Garrapata State Park
15567,Arcadia Wilderness Park
1551,Greenwood State Beach
16292,Bothun Park
1442,Bodie State Historic Park
15509,Antelope Creek Park
15517,Anthony Park
15542,Applegate Park
15639,Artesia Park
1642,Moonlight State Beach
1647,Moss Landing State Beach
15684,Auburn holding 10
1530,Empire Mine State Historic Park
1555,Harmony Headlands State Park
1437,Bidwell-Sacramento River State Park
15732,Avila Park
15978,Bella Vista III
1553,Grover Hot Springs State Park
1610,Los Osos Oaks State Reserve
15722,Avalon Park
13191,The Wildlands Conservancy
1420,Asilomar State Beach
15260,Adams Park
24899,San Gabriel River and Bike Trail
1640,Monterey State Historic Park
15602,Arnie Quinones Park
15711,Austin Creek Park
1562,Hendy Woods State Park
1463,Carmel River State Beach
17187,Chevy Chase Park
1467,Caspar Headlands State Beach
1731,San Pasqual Battlefield SHP
15249,Acorn Park
1531,Estero Bluffs State Park
1619,Manresa State Beach
15762,Bailor Hennan Park
15284,Agate Beach
15849,Basin CN/Harry Goorabian Park
15277,Adventure Park
1578,Jack London State Historic Park
1447,Brannan Island State Recreation Area
1449,Burton Creek State Park
1468,Caspar Headlands State Natural Reserve
1451,Butano State Park
1454,Calaveras Big Trees State Park
15266,Adlena Park
1458,Candlestick Point State Recreation Area
1461,Cardiff State Beach
1462,Carlsbad State Beach
15272,Adobe Park
1469,Castle Crags State Park
1484,Colusa-Sacramento River State Recreation Area
15275,Adrian Rosall Park
16369,Brewster Cmmunity Garden
15746,Babe Best Park
1473,Caswell Memorial State Park
1479,Chumash Painted Cave State Historic Park
1486,Crown Memorial Regional Shoreline
1472,Castle Rock State Park
1485,Corona del Mar State Beach
15276,Adrienne Mitchell Memorial Park
27163,Visitacion Valley Playground
2535,Lime Ridge Open Space
15885,Bayer Neighborhood Park
1481,Clear Lake State Park
15726,Avenue Terrance Park
1496,Dockweiler State Beach
15278,Adventure Playground
1594,Lake Del Valle SRA
15321,Alamo School Park
15311,Alameda Creek Quarries Reg. Rec. Area
1714,Saddleback Butte State Park
1483,Columbia State Historic Park
15279,Aegean Hills Park
15280,Aera Park
5294,Sycamore Grove Park
15742,B Street Park
15438,Amarillo Beach
15439,Amarillo Beach - Coastal Conservancy
1603,Leo Carrillo State Park
15352,Alec Fergusson Park
15317,Alamo Creek Park
15302,Airport Little League Park
22046,McKinley Park
1556,Harry A. Merlo State Recreation Area
1559,Hearst San Simeon State Historical Monument
1577,Indio Hills Palms
15310,Al Radka Park
15346,Alder Park
1546,Gaviota State Park
15307,Al Caffodio Park
1550,Great Valley Grasslands State Park
15308,Al Guhin Park
1574,Hungry Valley State Vehicular Recreation Area
1575,Huntington State Beach
1607,Little River State Beach
18356,Early Gold Park
15411,Alta Bowl Open Space Preserve
1783,Washoe Meadows State Park
15723,Avenida Espana Park
1782,Ward Creek Property
16652,Cadencia Park
15619,Arroyo Park
23185,Orchard City Green
1784,Wassama Round House State Historic Park
15620,Arroyo Park
1951,Emerald Bay State Park
16264,Bonita Park
1564,Henry Cowell Redwoods State Park
1612,Mailliard Redwoods State Reserve
1613,Malakoff Diggins State Historic Park
1614,Malibu Creek State Park
1617,Mandalay State Beach
26498,Townsend Parkette
1695,Pomponio State Beach
1726,San Elijo State Beach
15319,Alamo Pintado Creek
15295,Agua Vista Park
1693,Point Sal State Beach
1748,Smithe Redwoods State Natural Reserve
15676,Atreule Et Al Community Plan
1724,San Clemente State Beach
15251,Activities Center
1657,New Brighton State Beach
1797,Blue-Bonita Meadows
15798,Banning Park and Museum
1584,Jug Handle State Reserve
1585,Julia Pfeiffer Burns State Park
15312,Alameda Creek Quarries Reg. Rec. Area
1590,Kenneth Hahn State Recreation Area
1592,Kruse Rhododendron State Reserve
1664,Old Sacramento State Historic Park
1696,Portola Redwoods State Park
15568,Arcata Ball Park
1737,Santa Monica State Beach
5287,Brushy Peak Regional Preserve
24343,Richmond Recreation Center
1624,Marshall Gold Discovery State Historic Park
15811,Barcelona Park
1628,McConnell State Recreation Area
11189,Metcalf Park
1752,South Carlsbad State Beach
1776,Tule Elk State Reserve
15252,Acu Canyon Park
15306,Aj Bart Detoni Park
16367,Bret Harte Park
1743,Silver Strand State Beach
16004,Bend Bridge Public Access
15320,Alamo Pintado Creek (Solvang area)
15354,Alexander Park
1632,Montara State Beach
1691,Point Montara Light Station
15392,Alman
1671,Patrick's Point State Park
1674,Pescadero State Beach
1679,Pigeon Point Light Station State Historic Park
1650,Mount Diablo State Park
1668,Pacheco State Park
1728,San Gregorio State Beach
15348,Aldergate Park
1670,Palomar Mountain State Park
1682,Pismo State Beach
1683,Placerita Canyon State Park
1729,San Juan Bautista State Historic Park
15349,Alderwood Park
1692,Point Mugu State Park
1694,Point Sur State Historic Park
15589,Arlington Park
1685,Point Cabrillo Light Station
1686,Point Dume State Beach
1699,Prairie Creek Redwoods State Park
1700,Providence Mountains State Recreation Area
1701,Railtown 1897 State Historic Park
1704,Reynolds Wayside Campgrounds
15315,Alamitos Park
1715,Salinas River State Beach
15345,Alden Park
10826,Ohlone Regional Wilderness
1751,Sonoma State Historic Park
15828,Baroni Neighborhood Park
1723,San Buenaventura State Beach
15812,Bardsdale Cemetery
15256,Adam Rogers Park
28993,Promenade Square
1792,Woodson Bridge State Recreation Area
3215,Bishop Ranch Regional Open Space
15442,Amber Swartz Park
1739,Santa Susana Pass State Historic Park
15353,Alejandro R. Ruiz Sr. Park
1838,Silverwood Lake State Recreation Area
1755,Standish-Hickey State Recreation Area
1950,Doheny State Beach
15462,Amphitheater Park / Youth Center
1785,Weaverville Joss House State Historic Park
15351,Aldridge Lane Park
1775,Trinidad State Beach
15574,Archer Taylor Preserve
1781,Verdugo Mountains Park Property
1974,Point Lobos State Reserve
15424,Altadena Golf Course
15927,Bear Mountain Park
1741,Seacliff State Beach
1742,Shasta State Historic Park
1773,Torrey Pines State Beach
15350,Aldo Pineschi Sr. Park
1767,The Forest of Nisene Marks State Park
15671,Atkinson
15804,Barbadanes Park
15487,Andrews/Ulatis Park
15488,Andulka Park
1761,Sugarloaf Ridge State Park
5429,El Dorado Park West
15598,Army Corps Park
1762,Sunset State Beach
1790,Will Rogers State Historic Park
15253,Acuna Park
1791,William B. Ide Adobe State Historic Park
25682,South View Park
1978,Refugio State Beach
1786,Westport-Union Landing State Beach
1770,Tomales Bay State Park
15724,Avenue A Park
1789,Will Rogers State Beach
2353,Otay Valley Regional Park
15413,Alta Laguna Park
15297,Ahlgren
15521,Antioch / Oakley Regional Shoreline
1834,Lake Perris State Recreation Area
15592,Arlington Park
3271,Kennedy Grove Regional Recreation Area
15464,Anaconda Park
15569,Arcata Community Park
15588,Arlington Heights Sports Park Picnic Area
15522,Antioch Bridge Fishing Pier
13072,Santa Rosa and San Jacinto Mountains National Monument
1948,Crystal Cove State Park
4418,Lake Cuyamaca
15701,Auburn State Recreation Area
1952,Fort Ross State Historic Park
15463,Amundson Park
15323,Alamo Terrace Open Space
15324,Alamosa Park
15552,Aramburu Wildlife Preserve
8979,Corriganville Park
2960,Mussel Rock Park
15327,Albany Hill Park
15601,Arnett Park
13089,Coachella Valley Preserve
1960,Manchester State Park
5230,Susanville Ranch Park
15325,Alan Witt Park
2385,Claremont Hills Wilderness Park
2562,Los Robles Open Space
8294,Sweeney Ridge
15465,Anaheim Coves
15466,Anaheim holding 1
1980,Russian Gulch State Park
1994,Swartz Canyon
25909,Strathern Park North
15271,Adobe Falls Open Space Park
1995,Van Damme State Park
2152,Rancho La Costa Preserve
15328,Albany Memorial Park
2216,Bidwell Park
2231,Little Chico Creek Greenway
2238,Preserve Areas
2402,City of Clayton Open Space
2455,Santa Rosa and San Jacinto Mountains National Monument
15360,Alice Keck Park Memorial Garden
3162,Duarte Wilderness Preserve
3197,Lafayette Reservoir
15443,Ambercot Park
15550,Aqueduct Park
10144,Prado Basin Park
16272,Boosinger Park
15334,Alberhill Conservation Area
