id,name,lng,lat
5891,Verdugo Mountain Park,-118.336633223367,34.2249689620147
6051,Mission Canyon Open Space,-118.490809263561,34.1203238194133
6108,Vasquez Rocks Natural Area Park,-118.315300274152,34.4798400843085
6117,Winery Canyon Open Space,-118.210470363631,34.2369181832552
6284,Gary Giacomini Open Space Preserve,-122.663183198656,38.0018141478143
6288,Indian Valley Open Space,-122.592233072177,38.0773800122494
6293,Loma Verde Open Space Preserve,-122.545389848863,38.0587473167678
6307,Terra Linda Ridge/Sleepy Hollow Divide,-122.567069035592,38.0109842900168
6340,Marin Municipal Water District Watershed,-122.634296374286,37.957717534694
6341,Mount Tamalpais State Park,-122.602896265023,37.896067892905
6373,Carquinez Strait Regional Shoreline,-122.160636129172,38.0194704373931
6401,Riverfront Park Complex,-121.599016929412,39.1374364147395
6445,Lake McClure (Exchequer Reservoir),-120.247668273839,37.6326873963049
6518,Los Trancos Open Space,-122.178458132966,37.3314173157425
6528,Purisima Creek Redwoods Open Space Preserve,-122.348717524528,37.4309998061012
6898,Jacks Peak Park,-121.865931890212,36.5587038065455
6925,San Lorenzo Park,-121.151036388258,36.2074096442154
6975,City of Moreno Valley Open Space,-117.234776482511,33.9452112091517
7106,Conejo Ridge - MRCA,-118.859545067558,34.1651614984739
7210,Sage Ranch Park,-118.676576821394,34.2433790739119
7237,Triunfo Park,-118.846391585392,34.1552609285432
7239,Tuna Canyon Park,-118.616324209857,34.0525119294664
7479,Powder Canyon Open Space,-117.923836486859,33.9533173920202
7534,Bowman Reservoir,-120.636859588903,39.4525326259433
8041,Aliso and Wood Canyons Wilderness Park,-117.740422500633,33.547450353771
8049,"Cleveland National Forest, Exp 1",-117.666298636138,33.8239742573073
8063,Irvine Regional Park,-117.75373005937,33.7987588936877
8231,State of California,-121.70252456722,36.1829018890443
8337,Santa Rosa and San Jacinto Mountains National Monument,-116.560850630539,33.8123446237839
8389,Palos Verdes Estates City Parkland,-118.39715009671,33.7885417197183
8582,Pinole Valley Park,-122.267427351605,37.9777476236676
8647,Hidden Falls Regional Park,-121.189242141468,38.9687343692654
9098,Rancho Simi Recreation and Park District,-118.754808970049,34.2084012527288
9807,Granite Regional Park,-121.399911975617,38.542888375899
9958,American River Parkway,-121.339692556648,38.6048740796867
10235,Balboa Park,-117.145678617527,32.7318642532326
10257,Black Mountain Open Space Park,-117.122967647504,32.9853006493763
10430,Mission Bay Park,-117.228875400244,32.7755218172617
10518,Sabre Springs South Open Space,-117.089843813324,32.94133551841
10540,San Dieguito River Park,-116.974926028421,33.0863760632591
10552,Scripps-Miramar Ranch Open Space,-117.087897001548,32.9197473158809
10589,Tecolote Canyon Natural Open Space Park,-117.187507836382,32.7969243828895
10608,Tierrasanta Open Space,-117.095839971221,32.8199596227632
10619,Torrey Highlands Open Space,-117.157220314001,32.9716152349495
10695,Guajome Regional Park,-117.27590680403,33.2463522727372
10755,San Dieguito River Park,-116.941196240602,33.0919023920582
11122,Coyote Creek Parkchain I,-121.837959884837,37.3183919927134
11123,Coyote Creek Trail,-121.744712917266,37.2244651910188
11172,Lake Cunningham,-121.808859635291,37.3367305677158
11429,Nacimiento County Recreation Area,-120.972440074843,35.7227009794896
11439,Santa Margarita Lake Regional Park and Natural Area,-120.462213979844,35.3278081638536
11540,Harry A Barbier Memorial Park,-122.507934971253,37.9910952897656
11773,Guadalupe Dunes County Park,-120.610265115709,34.9211752905999
11888,Almaden Quicksilver Park,-121.852765572506,37.1853572134234
11902,Joseph D. Grant Park,-121.695651139015,37.3384317653533
11940,Guadalupe River Park,-121.932503205416,37.3782285016867
11942,Lexington Reservoir,-121.986705500362,37.1945841337564
12092,Quail Hollow Ranch Park,-122.062505214297,37.0857749351968
12628,Riverfront Regional Park,-122.861017264695,38.5180617650406
12811,Woodward Reservoir County Park,-120.850287917386,37.8514787235741
13090,Cosumnes River Preserve,-121.517409156965,38.1629350696941
13179,San Gorgonio Pass Wildlife Corridor,-116.61587877568,34.0103330010001
13411,Independence Lake - Carpenter Ridge,-120.328069208564,39.4170139726521
13560,Hensley Lake Recreation Area,-119.877187670907,37.1244642888288
13568,Lake Sonoma Recreation Area,-123.048681926686,38.718254922251
13583,Prado Regional Park,-117.645696109097,33.9354118191681
13764,Lake Oroville State Recreation Area,-121.452087855852,39.592827980052
13771,Ocotillo Wells State Vehicular Recreation Area,-116.022495091797,33.1963686083144
13774,Red Rock Canyon State Park,-117.951762507733,35.3876314459393
13839,Salton Sea - Bureau of Rec,-115.851111307098,33.3618752542674
13840,Salton Sea State Recreation Area,-115.883831428034,33.459712604036
13841,Salton Sea State Recreation Area,-115.909314361543,33.5060829983832
13843,Salton Sea State Recreation Area - Federal,-115.765640260315,33.3639813375349
13858,United States Bureau of Reclamation,-116.305465210772,34.0171938615201
13881,USBR,-122.305289969672,38.65640680759
13902,Don Edwards National Wildlife Refuge,-122.057513400287,37.5086887382238
13915,Humboldt Bay National Wildlife Refuge,-124.211655961776,40.6994001939882
13939,Salinas River National Wildlife Refuge,-121.799833165217,36.7393302455854
14005,Angeles National Forest,-118.164028914419,34.4108596344754
14013,Cleveland National Forest,-116.932315288521,33.2022124772132
14015,Devil's Peak,-120.427789930647,39.2549989309747
14029,Eldorado National Forest,-120.328701841678,38.7643155330665
14032,Giant Sequoia National Monument,-118.728320472699,36.3416224438037
14042,Inyo National Forest,-118.484860604831,37.2835039962003
14043,Klamath National Forest,-122.980478989195,41.5827380698564
14079,Mendocino National Forest,-122.845509237212,39.6211262610316
14099,Plumas National Forest,-120.810662900115,39.9309619893747
14137,Sierra National Forest,-119.189171138432,37.2687224818525
14138,Siskiyou National Forest,-123.618939488636,41.9554580315809
14143,Six Rivers National Forest,-123.644592754294,41.1546065824588
14153,Stanislaus National Forest,-119.982068961535,38.1646399017959
14196,Canilla Corp.,-118.928489999582,34.1422610057445
14200,Channel Islands National Park,-120.026539113336,33.9809726832703
14214,Eugene O'Neill Historic Site,-122.027183330412,37.8260082934712
14215,Fort Mason,-122.429022816964,37.8060499911228
14227,Hondo Canyon Open Space,-118.619452232083,34.08170901844
14236,Joshua Tree National Park,-115.838832872321,33.915553318359
14241,Kings Canyon National Park,-118.598590126671,36.8922457750064
14251,Malibu Creek Properties,-118.773964002422,34.1057068541301
14253,Manzanar National Historic Site,-118.155095311007,36.7255838763712
14257,Mojave National Preserve,-115.523354131415,35.1232825152378
14266,Point Reyes National Seashore,-122.876164982688,38.0524651316354
14271,Redwood National Park,-124.006687371098,41.2750562154361
14272,SMMNRA - Backbone Trail,-118.805098463667,34.0724801250857
14293,Sky Ridge,-122.470376646318,37.642111447172
14304,Yellowhill,-118.949018965512,34.0680133856145
14310,Yosemite National Park,-119.556939791419,37.8488664269495
14320,Coal Oil Point Reserve,-119.877844802001,34.4151821539679
14326,Lick Observatory UCSC,-121.642248041393,37.3441861980281
14570,Tapo Canyon Park,-118.713296201028,34.3261070256188
14571,Toland Park,-119.003499507032,34.3882736511185
14873,Worsham Canyon Open Space,-118.01741671602,33.9801818417429
15175,16th Street Park,-120.610837649064,35.1143782963153
15176,19th Avenue Park,-119.796823140218,36.2883062832316
15190,298 Berkeley Way Open Space,-122.439959307135,37.7395653733818
15205,49'er Rotary Park,-120.370329801774,37.9828435201698
15206,575 Third St,-122.278809806125,38.2988536412264
15224,A Place to Play Park,-122.762971670147,38.4397059807051
15243,Acacia Park,-118.422983929657,33.9301020807615
15246,Acalanes Ridge Open Space,-122.088452521029,37.9084544809602
15273,Adobe Ridge Neighborhood Park,-117.064372151813,32.982562802124
15316,Alamo Creek,-121.910897092078,37.7245307152104
15333,Alberhill Conservation Area,-117.399818913246,33.7281843870597
15368,Aliso and Wood Canyons Wilderness Park,-117.76161976285,33.5581666793496
15369,Aliso Canyon Community Park,-117.725399018378,33.5479951768438
15370,Aliso Canyon Park,-118.53212950481,34.2871703818842
15376,All American Park,-118.155344053762,33.9135421312881
15425,Altamont Park,-121.548344387947,37.7822962622922
15471,Anchor Street Park,-120.851572726895,35.3609314705579
15472,Andamar Park,-119.823722559788,34.4503872706922
15474,Anderprizes Mitigation Site,-117.003406243858,32.5606700170754
15483,Andreas Pico Adobe Park,-118.46586762507,34.2687160890038
15485,Andrew Spinas Park,-122.201063539502,37.4837805601252
15499,Anholm Park,-120.667824788152,35.2891590649157
15524,Antioch holding 1,-121.807081264069,38.0105701328651
15533,Anza-Borrego Foundation,-116.340028800579,33.2827067944048
15543,Applewhite Campground,-117.48980422103,34.2527913980809
15558,Arbor Park,-122.54961787947,38.0093490477754
15622,Arroyo Park,-118.791577540075,34.2736800246926
15627,Arroyo Seco,-118.203406504635,34.0956544739756
15667,Atherton Park,-121.33378984029,37.9948918659605
15668,Atherwood Park,-118.75281481202,34.2871416412717
15669,Athol Plaza Park,-122.25437445407,37.7999428003198
15683,Aubrey Park,-117.037381885721,32.9723579897949
15690,Auburn holding 4,-121.076226181918,38.9219663365752
15703,Audubon Overlook,-120.838419881913,35.3316109758199
15748,Baccilieri Park,-121.218081245394,37.7940748872794
15777,Baldwin Lake Ecological Reserve,-116.8182724612,34.2905311898144
15778,Baldwin Mini Park,-118.053153229007,34.076498887308
15779,Baldwin Park,-122.029477946237,37.9838079075489
15790,Ballpark,-117.247929372648,33.3830541522326
15793,Bandel Park,-117.188055643388,32.6890821517954
15823,Barnett/pacific Mini-park,-117.19608937463,32.7458066167279
15824,Barney Schwartz Sports Park,-120.645193110303,35.6389829885798
15834,Barrigton Park,-121.013621506418,37.3209949257154
15837,Barstow Heights Park,-117.048108464949,34.87693488972
15842,Bartlett Park,-118.925291531255,36.0553430439341
15844,Barton Park,-117.951309626915,33.8219179483402
15856,Bassett Park,-117.986823096091,34.0515392627852
15866,Battle Creek Public Access,-122.177855191175,40.3928162758219
15876,Bay Meadows West,-122.293090475586,37.5458741336228
15884,Bay View Playground,-122.393294442815,37.7259388570206
15891,Bayshore Circle Park,-122.414606360849,37.6380391370493
15904,Baywood Park,-121.246324337474,36.3305840896444
15919,Bean Creek Preserve,-120.14033853431,37.7535599337529
15920,Bear Brand Park,-117.70412895173,33.4944533305665
15947,Becky Temko Tot Park,-122.275940904897,37.8636705686138
15951,Beechey Field,-115.53829815202,32.984673065612
15985,Bellenita Park,-121.020169666255,37.6102711340685
16019,Berens Park,-121.347920749186,38.3899962835508
16053,Beverly Glen East Open Space,-118.442650682672,34.103919700525
16056,Beverly Hills Park,-122.226023657357,38.082265497441
16058,Beverly Parkette,-118.379999953525,33.8673443825734
16073,Big Bear City Park,-116.84520676734,34.2640420530679
16083,Big Morongo Canyon Preserve,-116.568583793631,34.0502298506666
16085,Big River Salmon Creek,-123.645811550073,39.2896726310097
16129,Bitter Creek National Wildlife Refuge,-119.388349351469,34.9361994218975
16134,Black Mountain Ranch Open Space,-117.165016473504,32.9972203694705
16146,Blacow Park,-121.973895919073,37.5278279171783
16147,Blain Park,-119.292556876129,36.3028634329108
16176,Blue Gum Park,-117.761306468432,33.7032714933185
16177,Blue Jay Park,-117.801101875926,33.689338648446
16194,Bluebird Preserve,-117.824498803429,34.1488856434748
16246,Bolsa Chica Park,-118.03496162902,33.7639983902899
16256,Bonita Canyon Maintenance Association 1,-117.856518060876,33.6341966766475
16261,Bonita Park,-121.075599374125,37.3927419044018
16271,Boorman Park,-122.34467123923,37.9287390321924
16301,Boundary Oak Golf Course,-122.000707713354,37.9258175723115
16318,Boysen Park,-117.890944431231,33.8255657154606
16325,Bradford Park,-121.445436661621,38.3975834140171
16326,Bradley Park,-117.201831525255,33.1379879610351
16327,Braly Park,-122.020072255627,37.3640638991118
16331,Branford Park,-118.42298409034,34.2320875359668
16342,Brea Junior High Park,-117.893219729348,33.9265316376516
16346,Breeze Hill Park,-117.254595626651,33.1862311317379
16415,Broderick Boat Ramp,-121.509176078584,38.5905048705365
16432,Brookside Park,-117.209748608216,34.0456606884903
16444,Browning Road Park,-119.2218885,35.6844495000004
16447,Bruce's Beach,-118.415500188469,33.8943477588621
16467,Buccaneer Beach Access,-117.369152979165,33.1768658222386
16495,Buena Vista Park,-120.43990490845,34.9438457482064
16520,Burke Heritage Park,-118.140481136765,34.098219033298
16521,Burke Park,-117.959033638829,33.6619945951015
16535,Burton W. Chace Park,-118.445214820887,33.9770876137764
16553,Butte holding 10,-121.536707038751,39.6464338972435
16588,Butte holding 43,-121.601314781775,39.8503974076761
16589,Butte holding 44,-121.917794888959,39.8172290881113
16590,Butte holding 46,-121.160886532348,39.5327761315017
16591,Butte holding 47,-121.798153496712,39.6902349152931
16592,Butte holding 48,-121.803568221933,39.7009713055667
16611,Buttermilk Country Wildlife Area,-118.606104936017,37.3035549477531
16612,Button Estates Park,-121.195760517381,37.8067031892922
16614,Buttonwillow Park,-119.459705611552,35.40180133395
16623,C-Bar-C Park,-121.254950446952,38.7024412118463
16683,Cali Mill Plaza,-122.031831070069,37.3223586796106
16684,Caliente Ranch,-118.447123172008,35.3668506965441
16724,California State Lands Commission,-117.043729294821,35.9267888859702
16729,California Terrace Park,-121.999213370989,37.5855437428845
16731,Calipatria Little League Park/ Radamacher Park,-115.516994532971,33.1268727501692
16752,Cambridge Park,-122.04712988114,37.9532048942779
16753,Cambridge Place Mini-Park,-121.126925138005,38.66990876372
16754,Cambridge School Park,-121.950886014832,38.3318845674774
16766,Camino Corto Open Space,-119.867008939776,34.415127637551
16774,Camp Evers Fishing Park,-122.01696302484,37.0200096428097
16787,Campus Park,-118.85137102688,34.2937431300451
16802,Canebrake Ecological Reserve,-118.225282739229,35.6972922284917
16820,Canyon Oaks Open Space Access,-118.602938861269,34.1250029279265
16836,Capitol,-121.833085977524,37.3515601362299
16850,Carl Coleman Courts,-122.248059289052,40.1777296349209
16851,Carl E. Hall Park,-122.009532083508,38.2485309874331
16867,Carmel Creek Neighborhood Park,-117.224923633514,32.9518670582202
16881,Carnadero Preserve,-121.54217880407,36.935962870716
16882,Carnation Park,-118.216032467321,33.9322508303811
16883,Carnegie Community Center & City Park,-119.138603215677,36.2935767352932
16884,Carnegie Park,-121.768516234323,37.6796791885887
16886,Carney Park,-122.178623939072,37.7326157863159
16905,Carr Park,-118.229184081673,34.143608539316
16906,Carr Park,-118.022888567097,33.7215658877995
16914,Carrizo Plain National Monument,-119.710166602489,35.1031516065882
16927,Carver Park,-119.797427134556,36.7113946196218
16982,Cawson Park,-117.014901743068,33.7518216958954
17016,cemetery name unknown 2,-119.654904003543,34.4217327577904
17018,Centennial Park,-117.172005278943,32.6992922951845
17037,Center Park,-118.336848754285,33.9343354137846
17038,Center Park,-117.0405575,34.031496
17065,Central Park,-118.911095095329,34.399112858807
17078,Century Park,-116.44162885122,33.8277172789933
17086,Cerritos Iron Wood Nine GC,-118.106349348504,33.880205868496
17105,Cesar E. Chavez Plaza,-121.493901699164,38.581037054052
17226,Christian Valley Park,-121.086819547775,38.9848441265566
17227,Christie Park,-122.294854193979,37.8420717145795
17242,Chula Vista Open Space,-117.068950101776,32.6486368290641
17265,Circle Park,-121.5261634768,38.5703463384793
17294,City Hall Park,-117.902257517541,33.9142073790541
17295,City Hall Park,-118.243533753466,34.05298569953
17296,City Hall Park,-122.262974297538,37.5047072621278
17309,City of El Cajon Open Space,-116.99382188992,32.809426935872
17320,City of Los Angeles Flood Control,-118.299653674863,33.7645007378786
17331,City of San Diego Open Space,-116.971313196101,33.0041025679655
17332,City of San Diego Water Resource Parkland,-117.09269287397,32.9859441395967
17335,City of Wheatland Open Space,-121.437492237741,39.0120866558609
17337,City Open Space,-117.014359526391,32.8705854350474
17377,Clairemont Open Space,-117.222399627021,32.81754993156
17399,Clay Park,-117.4581672272,33.9723205210975
17473,Coe Park,-119.643378306703,36.3201637934085
17509,College Park,-120.4603115,34.647879
17520,Collier Park,-117.014719751145,32.7591407821042
17590,Connecticut Friendship Garden,-122.397487629749,37.7573882893743
17604,Consumnes River Preserve,-121.402703343903,38.2453943967018
17605,Conte Gardens Park,-121.619832069273,37.1399122387587
17624,Cooper Gulch Park,-124.152385497217,40.7987650035551
17625,Cooper Park,-122.073246573461,37.3675647418527
17647,Coronado Landing Park,-117.170250764714,32.699124871171
17672,Costa Park Site,-121.54579540548,38.6013759532811
17687,Cottonwood Park,-117.920612139739,33.8212655239219
17688,Cottonwood Park,-116.982048828625,32.6324308162781
17697,Country Heights Park,-122.407315120583,40.5500611341647
17720,Courthouse Square,-122.229653757513,37.4869848342633
17766,Creekbridge Neighborhood Park,-121.609640194362,36.7048689699266
17779,Creekside Park,-121.923343680182,37.7701770322744
17780,Creekside Park,-122.665511395288,38.4314490809447
17797,Crescenta Valley Park,-118.256503371769,34.2239336599703
17799,Cresent Park,-122.296992829055,37.8037450178433
17871,Cypress Canyon Open Space,-117.149801629389,32.745071380438
17872,Cypress Community Park,-121.690336604985,37.9959932832711
17874,Cypress Hollow,-122.502293792293,37.9018630482416
17896,Dales Lake Ecological Reserve,-122.061119267867,40.3373559181572
17926,Dario Vasquez Park,-117.362213998703,33.9710237028307
17964,Dayton Playground,-122.15711863906,37.6867888613294
18000,Deer Peak Park,-119.121815604802,35.3439501532117
18021,Del Aire Park,-118.375487238494,33.9178102503521
18022,Del Amo Park,-118.262136916743,33.8483805224691
18023,Del Campo Park,-121.316169055332,38.6539926175165
18051,Del Rey Park,-121.838209551906,36.5939226019333
18052,Del Rey Park,-121.605042899479,37.0236102640477
18064,Delaware Greenbelt,-117.553152392846,33.9611327300912
18065,Delevan National Wildlife Refuge,-122.097778354545,39.3067406974038
18066,Delhi Park,-117.860575437482,33.7153196824687
18070,Delta Gardens Park,-121.517998968476,38.553232061752
18072,Delta Meadows Park,-122.26470407622,38.1450269007585
18096,Department of Forestry,-121.679732557268,38.5543736179007
18101,Depot Park,-122.456989189525,38.296401130942
18103,Dept Of Transportation/Paul Kenny,-122.256416800047,38.2076827073344
18106,Des Park,-120.634831114993,36.9874271389524
18123,DeTurk Park,-122.725128245121,38.4407082367035
18124,DeVaul Property,-120.701642080329,35.2499369249599
18151,Dick Clark Open Space,-118.992196514528,34.090023748151
18240,Doug York Plaza,-116.217254737212,33.7208751267545
18250,Dovecreek Park,-117.781798128607,33.6640915779834
18251,Dovehill Park,-121.809415954413,37.2987789084685
18253,Dow Alexander Park,-121.058453771994,39.2180130861963
18265,Dr Ralph Allen Park,-121.460923613456,37.7454489191749
18292,Dublin Hills Regional Park,-121.97485006335,37.7000791676402
18294,Duboce Park,-122.433431801994,37.7696160547008
18330,E L Walter Park,-120.601452969922,37.3552886158821
18333,E.L. Pete Peterson Park,-117.206703956478,33.6920614112902
18334,Eader Park,-117.965849694095,33.6439815914964
18335,Eagan Family Park,-121.467321014133,37.7480970560889
18346,Eagle Rock Hillside Park,-118.202116652957,34.1492145525864
18351,Earl Johnson Park,-119.643364134742,36.3414367021173
18378,East Oak Park,-122.345074023352,40.5424500259996
18379,East Portal Park,-121.441412082885,38.5641879431142
18380,East Rancho Dominguez Park,-118.192714519524,33.8947978208228
18381,East Side Community Park,-121.227682094065,37.9609601087434
18382,East Side Community Park,-117.748103852682,33.8833594667291
18390,Easter Bowl,-122.269949848949,37.4569861567367
18410,Eaton Park,-119.313010342236,36.6237877144778
18464,Eel River Wildlife Area,-124.286393221747,40.6501183471629
18479,El Cajon Plaza Park,-116.960057614738,32.7942508627355
18511,El Granada Park,-122.458975414334,37.5040722920182
18512,El Marino Park,-118.399234375173,33.9925157256273
18527,El Pescadero Park,-121.12948578754,37.4799302801186
18528,El Pescadero Park,-121.429482867009,37.7563486305207
18529,El Portal Soccer Field,-122.33788080492,37.9676803036356
18553,Eldorado Pocket Park,-117.147634715139,33.7050731852548
18556,Eleanor Pardee Park,-122.142268774399,37.4500129115777
18567,Elkhorn Park,-121.52202972929,38.594853670805
18568,Elkhorn Park,-121.521423073536,38.5947186676134
18570,Elkhorn Slough,-121.743387732912,36.8420236844263
18579,Elkhorn Slough / Porter Preserve - ESF,-121.740289694686,36.8732005804261
18580,Elkhorn Slough / Sandholdt - ESF,-121.787600100034,36.8193709576167
18592,Ellis Lake Park,-122.036972496857,37.9716374549408
18593,Ellis Park,-117.949209311317,33.694772811136
18595,Elm Park,-122.362075880935,37.9407853087121
18655,Encinitas holding 28,-117.249528907331,33.0275087833408
18656,Encinitas holding 29,-117.284060199311,33.0856689422391
18667,Encinitas Viewpoint Park,-117.290655431876,33.0468394306708
18688,Environmental Trust Preserve,-117.159407228213,32.9504550714725
18689,Epson Park,-120.231946017028,38.037036890024
18727,Esther Clark Park,-122.137814097723,37.3905101577665
18728,Esther Staley Park,-120.939154654029,37.7356919101908
18759,Evelyn Dutra Park,-121.542997648366,38.5003723294871
18776,Exposition Grounds,-121.645351861761,36.6818861666235
18792,Fairchild Park,-121.077090995169,38.7028924270531
18794,Fairfax Youth Center,-122.591397338272,37.9858586841831
18811,Fairmount Park Golf Course,-117.378536523075,34.0000069788594
18841,Famosa Slough,-117.228552071277,32.7520644989138
18855,Fay Ave. Bike Path and Right of Way,-117.272690474215,32.8291497575698
18867,Felipe Garza Park,-121.125034268412,37.4787812756119
18917,Firwood Park,-117.791411849951,33.6784092018694
18929,Fitzgerald Park,-122.15493050032,38.0498182388425
18959,Floral Park,-121.967045359202,36.9616042620463
18961,Florence Keller Park,-124.149940608147,41.8069792143765
18962,Flores Park,-117.390690968707,34.1146679879862
18977,Foothill Park,-121.87538600993,37.4311105428065
19004,Forster Ranch Community Park,-117.623914363059,33.4648272068091
19006,Fort Lots-o-Fun Park,-118.387848573901,33.8597243622736
19027,Fourth Avenue Park,-121.459800535309,38.5478462630865
19066,Franklin Park,-122.711671804711,38.4604608676521
19067,Franklin Park,-119.517838124792,34.406046854123
19068,Franklin Square,-122.409318392491,37.7650141467422
19082,Freedom Lake Park,-121.814818736045,36.9660146605083
19096,Fremont Canyon,-117.667767563588,33.8341115657435
19097,Fremont Community Garden,-121.490767696706,38.5713125751393
19107,French Park,-117.864374691541,33.7529574970991
19167,Gabrielson Park,-122.478966041588,37.8572598046469
19168,Gadwell Park,-122.269026248085,38.18007285887
19186,Gansberger Park,-122.099438857425,37.6394909739283
19247,Gee,-122.144583274227,37.2186314601883
19289,Gibbs Park,-118.034438531196,33.7203809784889
19321,Glen Hall Park,-121.425812339972,38.5793472475409
19344,Glider Hill Open Space,-118.834094568462,34.1750533020551
