superunit_id,
251
3565
2848
2026
7494
11890
2409
8985
4295
4349
7247
4718
4466
3370
9230
4323
6873
9970
2961
11082
11228
4888
12049
6967
11109
10180
13012
12244
12932
9243
1789
2769
13275
5116
2247
10427
11257
4875
9728
13447
10710
5161
7416
2148
9803
4996
5587
6295
10024
1060
3322
1478
1543
1229
7519
9344
6312
7080
2150
11867
7981
5565
11802
6554
12433
13788
3666
11706
2640
1726
9223
4387
8519
4388
9394
6953
3924
8545
13500
12558
11199
1582
4198
6068
7071
13489
7249
3054
1065
252
5080
5099
6501
9557
8372
8178
974
13023
8935
4831
10320
6003
14224
3859
11512
142
1999
7938
10927
12936
0
1333
13579
4055
1783
4035
4986
3124
10692
7813
8716
4028
3282
4157
8311
7669
13665
10230
4910
11303
3335
6642
282
14348
10698
11200
9275
12232
14292
1364
2019
6465
5170
9916
5656
1275
13607
3410
458
14258
9549
8300
14072
8305
3564
1606
7218
8883
2761
4355
11986
12672
5506
2693
1264
3242
4728
4145
5504
7463
14262
9452
6374
8491
10409
280
4056
1374
10994
6286
1981
14200
3492
8213
13499
2363
7131
1139
4416
9271
1000
11238
2270
12472
9686
2522
7030
2542
2230
7493
11375
7632
10996
1963
6858
11835
11349
5210
1800
140
12367
9264
11593
13150
7169
10360
10820
3491
12085
6790
4291
9857
4449
5762
2753
7150
3979
3853
12106
712
13020
1910
6657
4359
13723
977
7534
376
10247
2830
13167
879
13292
2992
7613
4453
1542
6287
13281
6298
9654
8517
10922
1551
6407
8011
5610
9831
165
2729
13113
9451
5838
11035
4312
6247
10704
9578
8776
7947
7353
12053
12241
5770
7693
12884
896
14194
609
13624
4086
7397
8733
2480
2687
11080
11124
2153
2814
6899
8601
7650
7217
10612
9229
11570
8230
13398
5540
6031
2677
1405
4837
7219
9018
7189
2351
108
10621
12591
2506
3379
11771
7864
11755
1475
14108
8679
3249
9217
1978
11278
6594
2719
6589
9783
10701
6409
3572
4300
7302
13709
2353
9779
8715
2625
5558
3910
3900
7187
1091
494
